"Step","IMP31-swat a1.25 iid - conv1","IMP31-swat a1.25 iid - conv1__MIN","IMP31-swat a1.25 iid - conv1__MAX","IMP31-swat a1.25 iid - layer1","IMP31-swat a1.25 iid - layer1__MIN","IMP31-swat a1.25 iid - layer1__MAX","IMP31-swat a1.25 iid - layer3","IMP31-swat a1.25 iid - layer3__MIN","IMP31-swat a1.25 iid - layer3__MAX","IMP31-swat a1.25 iid - layer4","IMP31-swat a1.25 iid - layer4__MIN","IMP31-swat a1.25 iid - layer4__MAX","IMP31-swat a1.25 iid - fc","IMP31-swat a1.25 iid - fc__MIN","IMP31-swat a1.25 iid - fc__MAX","power_swat a1.25 iid - conv1","power_swat a1.25 iid - conv1__MIN","power_swat a1.25 iid - conv1__MAX","power_swat a1.25 iid - layer1","power_swat a1.25 iid - layer1__MIN","power_swat a1.25 iid - layer1__MAX","power_swat a1.25 iid - layer3","power_swat a1.25 iid - layer3__MIN","power_swat a1.25 iid - layer3__MAX","power_swat a1.25 iid - layer4","power_swat a1.25 iid - layer4__MIN","power_swat a1.25 iid - layer4__MAX","power_swat a1.25 iid - fc","power_swat a1.25 iid - fc__MIN","power_swat a1.25 iid - fc__MAX"
"1","0.8103587962962963","0.8103587962962963","0.8103587962962963","0.8097900390625","0.8097900390625","0.8097900390625","0.7537902832031251","0.7537902832031251","0.7537902832031251","0.744702657063802","0.744702657063802","0.744702657063802","0.6998046875","0.6998046875","0.6998046875","0.15769675925925924","0.15769675925925924","0.15769675925925924","0.5095458984375","0.5095458984375","0.5095458984375","0.6632988823784722","0.6632988823784722","0.6632988823784722","0.8365630255805121","0.8365630255805121","0.8365630255805121","0.74779296875","0.74779296875","0.74779296875"
"2","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.07662037037037037","0.07662037037037037","0.07662037037037037","0.44974229600694443","0.44974229600694443","0.44974229600694443","0.6609151204427082","0.6609151204427082","0.6609151204427082","0.8371721055772571","0.8371721055772571","0.8371721055772571","0.7320703125","0.7320703125","0.7320703125"
"3","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.07488425925925923","0.07488425925925923","0.07488425925925923","0.4503200954861111","0.4503200954861111","0.4503200954861111","0.6603827582465277","0.6603827582465277","0.6603827582465277","0.8374215867784287","0.8374215867784287","0.8374215867784287","0.67404296875","0.67404296875","0.67404296875"
"4","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.07488425925925928","0.07488425925925928","0.07488425925925928","0.4510443793402778","0.4510443793402778","0.4510443793402778","0.6604773627387153","0.6604773627387153","0.6604773627387153","0.8374705844455297","0.8374705844455297","0.8374705844455297","0.6250390625","0.6250390625","0.6250390625"
"5","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.07771990740740739","0.07771990740740739","0.07771990740740739","0.45247667100694444","0.45247667100694444","0.45247667100694444","0.6604956732855903","0.6604956732855903","0.6604956732855903","0.8374782986111111","0.8374782986111111","0.8374782986111111","0.61970703125","0.61970703125","0.61970703125"
"6","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.08142361111111109","0.08142361111111109","0.08142361111111109","0.45378689236111114","0.45378689236111114","0.45378689236111114","0.6605200873480902","0.6605200873480902","0.6605200873480902","0.8374821980794269","0.8374821980794269","0.8374821980794269","0.613203125","0.613203125","0.613203125"
"7","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.08535879629629631","0.08535879629629631","0.08535879629629631","0.45457899305555555","0.45457899305555555","0.45457899305555555","0.660531955295139","0.660531955295139","0.660531955295139","0.8374857584635418","0.8374857584635418","0.8374857584635418","0.61115234375","0.61115234375","0.61115234375"
"8","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.08906250000000002","0.08906250000000002","0.08906250000000002","0.45540907118055557","0.45540907118055557","0.45540907118055557","0.660541788736979","0.660541788736979","0.660541788736979","0.83748779296875","0.83748779296875","0.83748779296875","0.6052734375","0.6052734375","0.6052734375"
"9","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.09189814814814815","0.09189814814814815","0.09189814814814815","0.4562337239583334","0.4562337239583334","0.4562337239583334","0.6605506049262154","0.6605506049262154","0.6605506049262154","0.8374910990397135","0.8374910990397135","0.8374910990397135","0.6140234375","0.6140234375","0.6140234375"
"10","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.0953125","0.0953125","0.0953125","0.4571560329861111","0.4571560329861111","0.4571560329861111","0.660565185546875","0.660565185546875","0.660565185546875","0.8374971177842883","0.8374971177842883","0.8374971177842883","0.61296875","0.61296875","0.61296875"
"11","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.09693287037037038","0.09693287037037038","0.09693287037037038","0.4577962239583333","0.4577962239583333","0.4577962239583333","0.6605743408203126","0.6605743408203126","0.6605743408203126","0.837499745686849","0.837499745686849","0.837499745686849","0.62015625","0.62015625","0.62015625"
"12","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.10052083333333332","0.10052083333333332","0.10052083333333332","0.4588026258680555","0.4588026258680555","0.4588026258680555","0.6605885823567708","0.6605885823567708","0.6605885823567708","0.8375032212999133","0.8375032212999133","0.8375032212999133","0.6248046875","0.6248046875","0.6248046875"
"13","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1029513888888889","0.1029513888888889","0.1029513888888889","0.45992296006944455","0.45992296006944455","0.45992296006944455","0.6606089274088541","0.6606089274088541","0.6606089274088541","0.8375081380208332","0.8375081380208332","0.8375081380208332","0.623828125","0.623828125","0.623828125"
"14","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.10758101851851852","0.10758101851851852","0.10758101851851852","0.46119249131944445","0.46119249131944445","0.46119249131944445","0.6606350368923611","0.6606350368923611","0.6606350368923611","0.837515852186415","0.837515852186415","0.837515852186415","0.62302734375","0.62302734375","0.62302734375"
"15","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.11099537037037037","0.11099537037037037","0.11099537037037037","0.46231553819444443","0.46231553819444443","0.46231553819444443","0.6606662326388889","0.6606662326388889","0.6606662326388889","0.8375250922309029","0.8375250922309029","0.8375250922309029","0.62337890625","0.62337890625","0.62337890625"
"16","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.11359953703703703","0.11359953703703703","0.11359953703703703","0.46346299913194444","0.46346299913194444","0.46346299913194444","0.6607133653428818","0.6607133653428818","0.6607133653428818","0.8375350952148437","0.8375350952148437","0.8375350952148437","0.6321484375","0.6321484375","0.6321484375"
"17","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1156828703703704","0.1156828703703704","0.1156828703703704","0.464697265625","0.464697265625","0.464697265625","0.6607601589626736","0.6607601589626736","0.6607601589626736","0.8375462002224393","0.8375462002224393","0.8375462002224393","0.62373046875","0.62373046875","0.62373046875"
"18","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.12285879629629629","0.12285879629629629","0.12285879629629629","0.46587185329861114","0.46587185329861114","0.46587185329861114","0.6608039008246528","0.6608039008246528","0.6608039008246528","0.8375576443142362","0.8375576443142362","0.8375576443142362","0.62853515625","0.62853515625","0.62853515625"
"19","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1255787037037037","0.1255787037037037","0.1255787037037037","0.46724446614583337","0.46724446614583337","0.46724446614583337","0.6608503553602431","0.6608503553602431","0.6608503553602431","0.837577395968967","0.837577395968967","0.837577395968967","0.63123046875","0.63123046875","0.63123046875"
"20","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.13015046296296298","0.13015046296296298","0.13015046296296298","0.4685872395833333","0.4685872395833333","0.4685872395833333","0.6609042697482639","0.6609042697482639","0.6609042697482639","0.8375931633843317","0.8375931633843317","0.8375931633843317","0.6331640625","0.6331640625","0.6331640625"
"21","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1358217592592593","0.1358217592592593","0.1358217592592593","0.4700005425347222","0.4700005425347222","0.4700005425347222","0.6609615749782987","0.6609615749782987","0.6609615749782987","0.8376091851128472","0.8376091851128472","0.8376091851128472","0.6323828125","0.6323828125","0.6323828125"
"22","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1361689814814815","0.1361689814814815","0.1361689814814815","0.4714653862847222","0.4714653862847222","0.4714653862847222","0.6610100640190973","0.6610100640190973","0.6610100640190973","0.8376291063096787","0.8376291063096787","0.8376291063096787","0.63015625","0.63015625","0.63015625"
"23","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.13935185185185184","0.13935185185185184","0.13935185185185184","0.4733886718749999","0.4733886718749999","0.4733886718749999","0.6610928005642361","0.6610928005642361","0.6610928005642361","0.8376573350694445","0.8376573350694445","0.8376573350694445","0.63505859375","0.63505859375","0.63505859375"
"24","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.14375","0.14375","0.14375","0.47487521701388896","0.47487521701388896","0.47487521701388896","0.6611677381727431","0.6611677381727431","0.6611677381727431","0.8376839531792535","0.8376839531792535","0.8376839531792535","0.63841796875","0.63841796875","0.63841796875"
"25","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.14652777777777776","0.14652777777777776","0.14652777777777776","0.4767740885416667","0.4767740885416667","0.4767740885416667","0.6612830268012152","0.6612830268012152","0.6612830268012152","0.8377164204915364","0.8377164204915364","0.8377164204915364","0.641953125","0.641953125","0.641953125"
"26","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1478587962962963","0.1478587962962963","0.1478587962962963","0.4789632161458333","0.4789632161458333","0.4789632161458333","0.6614074707031249","0.6614074707031249","0.6614074707031249","0.8377545674641926","0.8377545674641926","0.8377545674641926","0.63625","0.63625","0.63625"
"27","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.15381944444444443","0.15381944444444443","0.15381944444444443","0.4805338541666667","0.4805338541666667","0.4805338541666667","0.6615159776475693","0.6615159776475693","0.6615159776475693","0.8377874586317273","0.8377874586317273","0.8377874586317273","0.6362890625","0.6362890625","0.6362890625"
"28","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.15439814814814815","0.15439814814814815","0.15439814814814815","0.48227810329861115","0.48227810329861115","0.48227810329861115","0.6616502549913195","0.6616502549913195","0.6616502549913195","0.8378245883517795","0.8378245883517795","0.8378245883517795","0.641015625","0.641015625","0.641015625"
"29","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.15717592592592594","0.15717592592592594","0.15717592592592594","0.4836561414930556","0.4836561414930556","0.4836561414930556","0.661770290798611","0.661770290798611","0.661770290798611","0.8378581576877172","0.8378581576877172","0.8378581576877172","0.6406640625","0.6406640625","0.6406640625"
"30","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1567708333333333","0.1567708333333333","0.1567708333333333","0.48540039062500007","0.48540039062500007","0.48540039062500007","0.6619079589843749","0.6619079589843749","0.6619079589843749","0.8378981696234811","0.8378981696234811","0.8378981696234811","0.641484375","0.641484375","0.641484375"
"31","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.16163194444444445","0.16163194444444445","0.16163194444444445","0.4871554904513889","0.4871554904513889","0.4871554904513889","0.6620408799913194","0.6620408799913194","0.6620408799913194","0.8379474216037328","0.8379474216037328","0.8379474216037328","0.6414453125","0.6414453125","0.6414453125"
"32","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1642361111111111","0.1642361111111111","0.1642361111111111","0.4889567057291666","0.4889567057291666","0.4889567057291666","0.662190416124132","0.662190416124132","0.662190416124132","0.837990485297309","0.837990485297309","0.837990485297309","0.64529296875","0.64529296875","0.64529296875"
"33","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.16689814814814818","0.16689814814814818","0.16689814814814818","0.4909695095486111","0.4909695095486111","0.4909695095486111","0.662371826171875","0.662371826171875","0.662371826171875","0.8380541483561199","0.8380541483561199","0.8380541483561199","0.6399609375","0.6399609375","0.6399609375"
"34","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.16649305555555557","0.16649305555555557","0.16649305555555557","0.49278700086805555","0.49278700086805555","0.49278700086805555","0.6625535753038195","0.6625535753038195","0.6625535753038195","0.838112555609809","0.838112555609809","0.838112555609809","0.64646484375","0.64646484375","0.64646484375"
"35","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.16898148148148148","0.16898148148148148","0.16898148148148148","0.4945203993055556","0.4945203993055556","0.4945203993055556","0.6627546522352431","0.6627546522352431","0.6627546522352431","0.8381813049316408","0.8381813049316408","0.8381813049316408","0.64435546875","0.64435546875","0.64435546875"
"36","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.16869212962962962","0.16869212962962962","0.16869212962962962","0.4971435546875","0.4971435546875","0.4971435546875","0.6629855685763889","0.6629855685763889","0.6629855685763889","0.8382576836480035","0.8382576836480035","0.8382576836480035","0.64044921875","0.64044921875","0.64044921875"
"37","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1713541666666667","0.1713541666666667","0.1713541666666667","0.4989312065972223","0.4989312065972223","0.4989312065972223","0.6631554497612847","0.6631554497612847","0.6631554497612847","0.8383285522460937","0.8383285522460937","0.8383285522460937","0.64234375","0.64234375","0.64234375"
"38","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1741898148148148","0.1741898148148148","0.1741898148148148","0.5013671875","0.5013671875","0.5013671875","0.6633724636501737","0.6633724636501737","0.6633724636501737","0.8384154425726996","0.8384154425726996","0.8384154425726996","0.64634765625","0.64634765625","0.64634765625"
"39","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.17858796296296295","0.17858796296296295","0.17858796296296295","0.503268771701389","0.503268771701389","0.503268771701389","0.6635965983072916","0.6635965983072916","0.6635965983072916","0.8384930928548178","0.8384930928548178","0.8384930928548178","0.64453125","0.64453125","0.64453125"
"40","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.17858796296296298","0.17858796296296298","0.17858796296296298","0.5052463107638888","0.5052463107638888","0.5052463107638888","0.6638437906901041","0.6638437906901041","0.6638437906901041","0.8385880364312066","0.8385880364312066","0.8385880364312066","0.64421875","0.64421875","0.64421875"
"41","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.18200231481481483","0.18200231481481483","0.18200231481481483","0.5072672526041666","0.5072672526041666","0.5072672526041666","0.664111328125","0.664111328125","0.664111328125","0.8386830647786458","0.8386830647786458","0.8386830647786458","0.64416015625","0.64416015625","0.64416015625"
"42","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.18026620370370366","0.18026620370370366","0.18026620370370366","0.5093044704861112","0.5093044704861112","0.5093044704861112","0.6643690321180556","0.6643690321180556","0.6643690321180556","0.8387765672471789","0.8387765672471789","0.8387765672471789","0.64384765625","0.64384765625","0.64384765625"
"43","0.7037037037037036","0.7037037037037036","0.7037037037037036","0.7014973958333331","0.7014973958333331","0.7014973958333331","0.7014261881510419","0.7014261881510419","0.7014261881510419","0.7020958794487847","0.7020958794487847","0.7020958794487847","0.6998046875","0.6998046875","0.6998046875","0.1802662037037037","0.1802662037037037","0.1802662037037037","0.5113932291666666","0.5113932291666666","0.5113932291666666","0.6647118462456598","0.6647118462456598","0.6647118462456598","0.8389102511935763","0.8389102511935763","0.8389102511935763","0.64822265625","0.64822265625","0.64822265625"
